"id","categorie","type_cancer","sous_type","stade","titre","contenu","protocole","effets_secondaires","mots_cles","scenario_patient","reference","est_synthetique","date_creation"
"DIAG-001","diagnostic","estomac","adénocarcinome gastrique","tout stade","Bilan diagnostique du cancer gastrique — endoscopie et tests moléculaires","Le diagnostic du cancer gastrique repose sur la fibroscopie haute (FOGD) avec biopsies multiples (minimum 8 biopsies sur la tumeur). L'anatomopathologie confirme l'histologie (adénocarcinome le plus souvent, classification OMS : tubuleux, papillaire, mucineux, à cellules indépendantes ou en bague à chaton — ce dernier de moins bon pronostic). La classification TNM et AJCC guide le stade et le traitement. 

Bilan d'extension : scanner thoraco-abdomino-pelvien avec injection (évaluation des métastases et de la résécabilité), écho-endoscopie (évaluation de l'envahissement pariétal et ganglionnaire pour les stades précoces), laparoscopie exploratrice avant chirurgie (détecter une carcinose péritonéale non visible au scanner). 

Tests moléculaires obligatoires avant traitement : HER2 (IHC ± FISH) : positif dans 15-20% des cas → Trastuzumab. PD-L1 (CPS score) : si CPS ≥5 → Nivolumab en 1ère ligne métastatique. MSI/dMMR : si MSI-H → immunothérapie en 1ère ligne. FGFR2b amplification : option Bemarituzumab (essais). 

Évaluation nutritionnelle systématique (NRS-2002 ou MNA) : dénutrition fréquente, prise en charge pré-opératoire indispensable.","","","estomac; FOGD; biopsies; HER2; PD-L1; MSI; écho-endoscopie; laparoscopie; diagnostic; NRS-2002","Homme de 67 ans, épigastralgies + perte de poids 8 kg en 3 mois. FOGD : ulcère fundique suspect. Biopsies x10 : adénocarcinome tubuleux peu différencié. Scanner : T3 N2, pas de métastase. Écho-endoscopie : envahissement de la musculeuse. HER2 IHC 1+ (négatif). PD-L1 CPS = 8. MSS. Laparoscopie : absence de carcinose. Décision : FLOT périopératoire.","Guide AMFROM 2024, Chapitre III – Cancer gastrique diagnostic","False","2026-05-02"
"DIAG-002","diagnostic","melanome","mélanome uvéal","tout stade","Mélanome uvéal — entité distincte du mélanome cutané","Le mélanome uvéal (de l'œil) est une entité distincte du mélanome cutané avec des caractéristiques moléculaires et évolutives différentes. Il représente le cancer primitif de l'œil le plus fréquent chez l'adulte. Mutations caractéristiques : GNAQ et GNA11 (dans 80-90% des cas) — différentes du BRAF/NRAS du mélanome cutané. Traitement local : radiothérapie protonique (gold standard) ou énucléation si volumineuse. 

Évolution : métastases hépatiques dans 50% des cas à 15 ans, même après traitement local optimal — via dissémination hématogène précoce. Traitement métastatique : tebentafusp (anti-gp100/anti-CD3) approuvé pour HLA-A*02:01+ (premier traitement spécifique, amélioration survie globale). Immunothérapie (PD1+CTLA4) moins efficace que dans le mélanome cutané. 

Surveillance hépatique obligatoire après traitement local : IRM hépatique tous les 6 mois pendant 10 ans (métastases souvent hépatiques d'emblée).","","","mélanome uvéal; oculaire; GNAQ; GNA11; radiothérapie protonique; Tebentafusp; IRM hépatique; énucléation; HLA-A02:01","Femme de 55 ans, baisse d'acuité visuelle œil gauche. Fond d'œil : mélanome choroïdien 8 mm hauteur. Bilan : pas de métastase. HLA-A*02:01 positif. Traitement : protonthérapie 60 CGE/4 fractions. Surveillance hépatique semestrielle. IRM à 3 ans : lésion hépatique 2 cm. Tebentafusp débuté (HLA positif). Réponse partielle à M3.","Guide AMFROM 2024, Chapitre VIII – Mélanome uvéal","False","2026-05-02"
"DIAG-003","diagnostic","sarcome_osseux","chondrosarcome","tout stade","Chondrosarcome — diagnostic et prise en charge chirurgicale","Le chondrosarcome est une tumeur osseuse maligne à différenciation chondroïde, survenant principalement chez l'adulte de 40-70 ans. C'est le 2ème sarcome osseux après l'ostéosarcome. Siège préférentiel : bassin, fémur proximal, côtes, humérus. 

Grades histologiques (I-III) : grade I (bien différencié, faible risque métastatique), grade II (intermédiaire), grade III (indifférencié, très agressif). Variant dédifférencié : transformation vers un sarcome de haut grade — très mauvais pronostic. 

Particularité thérapeutique majeure : le chondrosarcome est chimio-résistant (contrairement à l'ostéosarcome et l'Ewing). La chirurgie R0 est le SEUL traitement curatif. Radiothérapie en complément si marges insuffisantes ou localisation non résécable. La biopsie doit être planifiée par le chirurgien qui réalisera l'exérèse (risque d'essaimage sur le trajet de biopsie). 

Chondrosarcome dédifférencié : chimiosensible, protocoles à base de Doxorubicine+Ifosfamide. Chondrosarcome mésenchymateux : VDC/IE similaire au Ewing.","","","chondrosarcome; os; grades; chimio-résistant; chirurgie R0; dédifférencié; Doxorubicine; Ifosfamide; biopsie planifiée","Homme de 55 ans, douleur iliaque droite depuis 6 mois. IRM : volumineuse masse osseuse 12 cm du bassin droit avec calcifications en anneaux. Biopsie scanner-guidée (planifiée en RCP) : chondrosarcome grade II. Scanner thoracique : pas de métastase. Chirurgie : hémi-pelvectomie interne avec marges R0. Pas de chimiothérapie (grade II, R0). Pas de rechute à 4 ans.","Guide AMFROM 2024, Chapitre VI – Chondrosarcome","False","2026-05-02"
"ONC-AR-006","diagnostic","sein","تشخيص سرطان الثدي","جميع المراحل","تشخيص سرطان الثدي — الفحوصات والتصوير والخزعة","تشخيص سرطان الثدي يعتمد على ثلاثة محاور أساسية: الفحص السريري (الفحص الذاتي الشهري + فحص الطبيب)، التصوير الإشعاعي (التصوير بالأمواج فوق الصوتية للنساء أقل من 40 سنة، التصوير الشعاعي للثدي لمن هن أكبر من 40 سنة)، والخزعة النسيجية للتأكيد. تصنيف BIRADS (1-6) يحدد درجة الاشتباه ويوجه القرار. الاستجابة المناعية الكيميائية (IHC): تحديد مستقبلات الإستروجين (RE)، البروجيسترون (RP)، وHER2 ضروري لتحديد النوع الجزيئي وتوجيه العلاج. بيلان الانتشار: سكانر صدري-بطني-حوضي + سينتيغرافي عظمي عند الاشتباه في انتشار المرض.","","","سرطان الثدي; BIRADS; خزعة; IHC; مستقبلات الإستروجين; HER2; تشخيص; تصوير الثدي","امرأة من الدار البيضاء عمرها 45 عاماً، اكتشفت كتلة في ثديها الأيسر أثناء الفحص الذاتي. تصوير الثدي: كتلة 2 سم، BIRADS 5. خزعة: سرطان قنوي توغلي، درجة II، RE 80%، RP 60%، HER2 سلبي، Ki67 = 20%. سكانر الانتشار: لا توجد نقائل. المرحلة IIA. قرار المجلس المتعدد التخصصات: عملية جراحية متبوعة بعلاج كيميائي مساعد + هرموني.","دليل AMFROM 2024، الفصل الأول – تشخيص سرطان الثدي","False","2026-05-02"
"ONC-AR-007","suivi","sein","متابعة سرطان الثدي بعد العلاج","ما بعد العلاج","متابعة سرطان الثدي بعد انتهاء العلاج — جدول المراقبة","بعد انتهاء العلاج الجذري لسرطان الثدي، تُنظَّم المراقبة على مدى 5 سنوات وأكثر: الزيارات السريرية: كل 3-6 أشهر خلال السنتين الأوليين، ثم كل 6 أشهر حتى 5 سنوات، ثم سنوياً. تصوير الثدي السنوي (للثدي الباقي والثدي المقابل). قياس CA 15-3 عند الاشتباه في الانتكاس فقط (لا يُوصى بقياسه الروتيني). تحت العلاج الهرموني (تاموكسيفين أو مضادات الأروماتاز): فحص طب النساء سنوياً، قياس كثافة العظام (DEXA)، مراقبة أعراض الجلطة الوريدية (تاموكسيفين). تشجيع النشاط البدني المنتظم (خفض خطر الانتكاس بنسبة 30-40%).","","","سرطان الثدي; متابعة; تصوير الثدي; CA 15-3; تاموكسيفين; مضادات الأروماتاز; DEXA; كثافة العظام","امرأة 52 عاماً انتهت من علاج سرطان الثدي (RH+/HER2-)، تتناول ليتروزول 2.5 ملغ/يوم. زيارة M12: تصوير الثدي طبيعي. DEXA: هشاشة عظام خفيفة (T-score = -1.6). وُصف كالسيوم + فيتامين د + رياضة منتظمة. M36: ألم في الركبة + ارتفاع ACE خفيف. سكانر: ورم محدود في العظام. انتكاس عظمي: ريبوسيكليب + ليتروزول + زوليدرونيك.","دليل AMFROM 2024، الفصل الأول – متابعة سرطان الثدي","False","2026-05-02"
"ONC-AR-008","traitement","ovaire","سرطان المبيض المتقدم","III-IV","علاج سرطان المبيض المتقدم — كاربوبلاتين + باكليتاكسيل والعلاج الصيانة","يُعدّ سرطان المبيض الظهاري من أكثر أورام الجهاز التناسلي النسائي فتكاً. يُشخَّص في أغلب الأحيان في مراحل متقدمة (III-IV). العلاج المعياري يجمع بين الجراحة والعلاج الكيميائي: جراحة التقليص الورمي (الإزالة الكاملة للورم قدر المستطاع)، تليها 6 دورات كاربوبلاتين AUC5-6 + باكليتاكسيل 175 ملغ/م² كل 21 يوماً. العلاج الصيانة حسب الملف الجزيئي: أولاباريب (إذا كانت BRCA متحورة) لمدة سنتين، أو بيفاسيزوماب لمدة 12-15 دورة (إذا كانت المرحلة IV أو جراحة غير كاملة).","{""nom"": ""كاربوبلاتين + باكليتاكسيل (سرطان المبيض)"", ""medicaments"": [{""nom"": ""كاربوبلاتين"", ""dose"": ""AUC 5-6"", ""voie"": ""وريدي"", ""jour"": ""اليوم 1""}, {""nom"": ""باكليتاكسيل"", ""dose"": ""175 ملغ/م²"", ""voie"": ""وريدي"", ""jour"": ""اليوم 1""}], ""frequence"": ""كل 21 يوماً"", ""cycles"": ""6 دورات"", ""remarques"": ""وقاية تحسسية إلزامية قبل الباكليتاكسيل. العلاج الصيانة حسب الملف الجزيئي.""}","اعتلال عصبي محيطي; تساقط الشعر; نقص الكريات البيضاء; غثيان; حساسية للباكليتاكسيل","المبيض; كاربوبلاتين; باكليتاكسيل; أولاباريب; BRCA; بيفاسيزوماب; علاج صيانة; جراحة تقليص","امرأة عمرها 60 عاماً، انتفاخ بطني + ارتفاع CA-125. سكانر: ورم مبيضي ثنائي + صبيب بريتواني. عملية جراحية: إزالة كاملة للورم. النتائج: سرطان مصلي عالي الدرجة، المرحلة IIIC. BRCA1 متحور. 6 دورات كاربوبلاتين + باكليتاكسيل. ثم علاج صيانة بأولاباريب 300 ملغ × 2/يوم لسنتين. CA-125 طبيعي بعد 3 دورات. متابعة منتظمة.","دليل AMFROM 2024، الفصل الثاني – سرطان المبيض","False","2026-05-02"
"ONC-AR-009","diagnostic","colorectal","فحص وتشخيص سرطان القولون والمستقيم","جميع المراحل","تشخيص سرطان القولون والمستقيم — التنظير ومتطلبات ما قبل العلاج","سرطان القولون والمستقيم هو من أكثر الأورام شيوعاً في المغرب. الفحص الأساسي: تنظير القولون الكامل مع خزعة من الورم. بيلان الانتشار: سكانر صدري-بطني-حوضي مع حقن. للمستقيم: RMI الحوضي إلزامي لتقييم الغزو الجداري والعقد الليمفاوية. الفحوصات الجزيئية الإلزامية قبل العلاج المنقول: RAS (KRAS + NRAS)، BRAF V600E، MSI/dMMR. قياس ACE في الدم قبل الجراحة (مرجع للمتابعة). التقييم الغذائي (NRS-2002) نظراً لشيوع سوء التغذية في هذا السرطان.","","","القولون والمستقيم; تنظير; RAS; KRAS; BRAF; MSI; ACE; RMI الحوضي; تشخيص","رجل 65 عاماً، نزيف شرجي + إمساك. تنظير: ورم في المستقيم السفلي 5 سم من الحافة الشرجية. خزعة: سرطان غدي متمايز. RMI: T3 N1 (3 عقد موجبة). سكانر: لا نقائل. ACE = 8 نانوغرام/مل. RAS/BRAF سلبي. MSS. قرار: علاج كيميائي إشعاعي قبل الجراحة (ليتروزول + إشعاع) ثم عملية TME.","دليل AMFROM 2024، الفصل الثالث – سرطان القولون والمستقيم","False","2026-05-02"
"ONC-AR-010","traitement","poumon","CBNPC مع طفرة EGFR","IV","أوسيمرتينيب — المعيار الذهبي لعلاج سرطان الرئة مع طفرة EGFR","سرطان الرئة غير صغير الخلايا (CBNPC) المصحوب بطفرة EGFR يُعالَج بمثبطات التيروزين كيناز (ITK). أوسيمرتينيب (من الجيل الثالث) هو المعيار الحالي للخط الأول: 80 ملغ/يوم عن طريق الفم. يتفوق على مثبطات الجيل الأول (جيفيتينيب، إيرلوتينيب) في البقاء دون تطور وفي البقاء الإجمالي (دراسة FLAURA). يعمل على الطفرات المحفزة (حذف إكسون 19 و L858R) وعلى طفرة المقاومة T790M. آثاره الجانبية الرئيسية: إسهال، طفح جلدي حبي (acnéiforme)، التهاب حوافر الأظافر (paronychia)، جفاف الجلد، نادراً: التهاب الرئة الخلالي (أكثر خطورة). مدة العلاج: مستمر حتى تطور المرض أو حدوث سمية غير محتملة.","{""nom"": ""أوسيمرتينيب (سرطان الرئة EGFR+)"", ""medicaments"": [{""nom"": ""أوسيمرتينيب"", ""dose"": ""80 ملغ/يوم"", ""voie"": ""فموي"", ""jour"": ""يومياً مستمر""}], ""frequence"": ""يومي مستمر"", ""cycles"": ""حتى التطور"", ""remarques"": ""مراقبة وظائف الكبد وتخطيط القلب (QT) قبل البدء. فحص الرئة عند أي أعراض تنفسية.""}","إسهال; طفح جلدي حبي; التهاب حوافر الأظافر; جفاف الجلد; التهاب الرئة الخلالي (نادر)","سرطان الرئة; CBNPC; EGFR; أوسيمرتينيب; مثبط التيروزين كيناز; FLAURA; T790M; خط أول","امرأة 50 عاماً لا تدخن، سعال مزمن + ضيق في التنفس. سكانر: كتلة رئوية يمنى مع انصباب جنبي. خزعة: سرطان غدي CBNPC. NGS: حذف إكسون 19 في EGFR. PD-L1 = 15%. المرحلة IV. علاج: أوسيمرتينيب 80 ملغ/يوم. استجابة سريعة خلال شهر (اختفاء الانصباب الجنبي). طفح جلدي من الدرجة 1: كريم مرطب. تطور المرض بعد 22 شهراً.","دليل AMFROM 2024، الفصل الرابع – سرطان الرئة EGFR+","False","2026-05-02"
"ONC-AR-011","suivi","colorectal","متابعة سرطان القولون المستأصل","ما بعد الجراحة الجذرية","متابعة سرطان القولون بعد الاستئصال الجراحي — البرنامج الكامل","بعد الاستئصال الجراحي الكامل لسرطان القولون، تُنظَّم المراقبة لاكتشاف الانتكاسات القابلة للاستئصال: الزيارات السريرية + قياس ACE كل 3-4 أشهر خلال السنتين الأوليين، ثم كل 6 أشهر حتى 5 سنوات. سكانر صدري-بطني-حوضي كل 6 أشهر خلال 3 سنوات، ثم سنوياً. تنظير القولون بعد سنة من العملية، ثم كل 3-5 سنوات. إذا لم يكن التنظير قبل الجراحة كاملاً: تنظير فوري بعد 3-6 أشهر من الجراحة. RMI الكبدي عند وجود عقيدة غير محددة في السكانر. ارتفاع ACE دون آفة واضحة في السكانر: PET-TDM للبحث عن انتكاسة محلية.","","","سرطان القولون; متابعة; ACE; تنظير; سكانر; انتكاسة; PET-TDM; مراقبة بعد الجراحة","رجل 62 عاماً، استئصال سرطان القولون المرحلة III، أنهى FOLFOX المساعد. ACE طبيعي خلال 18 شهراً. عند الشهر 20: ACE يرتفع من 3 إلى 11 نانوغرام/مل. سكانر: عقيدة كبدية 2 سم في القسم السادس. RMI: نقيلة كبدية وحيدة قابلة للاستئصال. استئصال جراحي للكبد. نسيج: نقيلة سرطان القولون. تعافٍ كامل. متابعة مستمرة.","دليل AMFROM 2024، الفصل الثالث – متابعة سرطان القولون","False","2026-05-02"
"ONC-AR-012","traitement","cerebral","الورم الأرومي الدبقي المتكرر","انتكاسة","علاج الورم الأرومي الدبقي المتكرر — بيفاسيزوماب وخيارات السطر الثاني","انتكاس الورم الأرومي الدبقي يكاد يكون حتمياً. علاج الانتكاسة يعتمد على: الحالة العامة للمريض، حجم الانتكاسة، الفاصل الزمني من آخر علاج. خيارات السطر الثاني: بيفاسيزوماب 10 ملغ/كغ كل أسبوعين (يحسن البقاء دون تطور + تأثير مضاد للوذمة، لكن دون تحسن واضح في البقاء الإجمالي). إعادة الإشعاع المجسم (ستيريوتاكسي) إذا كانت الانتكاسة محدودة وبعد أكثر من 6 أشهر. تيموزولوميد جرعات معيارية إذا لم تُستخدم سابقاً أو إذا كان الفاصل الزمني أكثر من 6 أشهر. إذا كانت طفرة BRAF V600E موجودة: داbrافينيب + ترامينيب. المشاركة في التجارب السريرية مُوصى بها دائماً.","{""nom"": ""بيفاسيزوماب (انتكاس الورم الأرومي الدبقي)"", ""medicaments"": [{""nom"": ""بيفاسيزوماب"", ""dose"": ""10 ملغ/كغ"", ""voie"": ""وريدي"", ""jour"": ""اليوم 1 و15""}], ""frequence"": ""كل أسبوعين"", ""cycles"": ""حتى التطور أو السمية"", ""remarques"": ""موانع: نزيف دماغي حديث، جراحة حديثة. مراقبة ضغط الدم والبروتينوريا.""}","ارتفاع ضغط الدم; بروتينوريا; جلطة وريدية; تعب","الورم الأرومي الدبقي; انتكاس; بيفاسيزوماب; إشعاع مجسم; BRAF; السطر الثاني; دماغ","رجل 60 عاماً، ورم أرومي دبقي IDH سلبي، علاج ستوب مكتمل. انتكاس بعد 10 أشهر في RMI. الحالة العامة OMS 1. لا إشارة لإعادة الاستئصال. بيفاسيزوماب 10 ملغ/كغ كل أسبوعين. تحسن سريري سريع (تراجع الوذمة). ارتفاع ضغط دم من الدرجة 2: أملوديبين. استقرار RMI بعد 3 أشهر. تطور بعد 5 أشهر.","دليل AMFROM 2024، الفصل التاسع – الورم الأرومي الدبقي المتكرر","False","2026-05-02"
"ONC-AR-013","diagnostic","general","الطوارئ الأورامية","أي مرحلة","الطوارئ الأورامية الرئيسية — التعرف والتدبير السريع","تستدعي الطوارئ الأورامية تدخلاً سريعاً لإنقاذ الحياة. أهمها: 

1) الحمى النيوترونية: حرارة >38.3 درجة + عدد العدلات <0.5 غ/ل. طارئ: مزارع دموية فورية + مضاد حيوي واسع الطيف خلال ساعة. 

2) انضغاط الحبل الشوكي: آلام ظهرية + عجز حركي + اضطراب في المثانة والأمعاء. ديكساميتازون وريدي فوري + RMI طارئ + إشعاع/جراحة خلال 24-48 ساعة. 

3) فرط كالسيوم الدم: غثيان + ارتباك + كثرة التبول. ترطيب وريدي مكثف + حمض الزوليدرونيك 4 ملغ وريدي. 

4) متلازمة انحلال الورم: بعد العلاج الكيميائي المكثف. الوقاية: ترطيب مسبق + ألوبيورينول أو راسبوريكاز. 

5) الانصباب التأموري مع تمبوناد: ضيق تنفس + انخفاض الضغط + نبض متناقض. ثقب التأمور طارئ.","","","طوارئ أورامية; حمى نيوترونية; انضغاط الحبل الشوكي; فرط كالسيوم; انحلال الورم; تمبوناد; ديكساميتازون; زوليدرونيك","مريض تحت علاج CHOP للإيمفومة. اليوم 10: حمى 39 درجة + قشعريرة. فحص الدم: عدلات = 0.15 غ/ل. مزارع دموية مأخوذة. CRP = 210 ملغ/ل. دخول المستشفى فوراً: بيبيراسيلين-تازوباكتام وريدي + G-CSF. مزارع سلبية. تحسن بعد 72 ساعة. الخروج بعد 6 أيام.","دليل SMC 2017، الفصل 28 + دليل AMFROM 2024 – الطوارئ الأورامية","False","2026-05-02"
"ONC-AR-014","traitement","pancreas","سرطان البنكرياس النقيلي","IV","علاج سرطان البنكرياس النقيلي — mFOLFIRINOX والمعالجة الداعمة","سرطان البنكرياس النقيلي ذو إنذار سيئ جداً. العلاج بالحالة العامة للمريض: للمريض اللائق (OMS 0-1): mFOLFIRINOX هو معيار الخط الأول (أوكساليبلاتين 85 ملغ/م² + إيرينوتيكان 150 ملغ/م² + 5-FU 2400 ملغ/م² كل أسبوعين). أثبتت دراسة PRODIGE4 تفوقه على الجيمسيتابين وحده (البقاء الإجمالي: 11 أشهر مقابل 6.8). للمريض الضعيف (OMS ≥2): جيمسيتابين 1000 ملغ/م² J1-J8-J14 كل 28 يوماً أو جيمسيتابين + نابابكليتاكسيل (ناب-باكليتاكسيل). إذا كانت BRCA1/2 متحورة: البلاتين أساسي في الخط الأول + صيانة بأولاباريب. الدعم الغذائي إلزامي: وضع جبيرة قنوية صفراوية إذا كان اليرقان موجوداً قبل الكيمياء. مسكنات الألم حسب تسلسل منظمة الصحة العالمية (غالباً المورفين مبكراً).","{""nom"": ""mFOLFIRINOX المعدل (سرطان البنكرياس)"", ""medicaments"": [{""nom"": ""أوكساليبلاتين"", ""dose"": ""85 ملغ/م²"", ""voie"": ""وريدي 2 ساعة"", ""jour"": ""اليوم 1""}, {""nom"": ""حمض الفولينيك"", ""dose"": ""400 ملغ/م²"", ""voie"": ""وريدي"", ""jour"": ""اليوم 1""}, {""nom"": ""إيرينوتيكان"", ""dose"": ""150 ملغ/م²"", ""voie"": ""وريدي 90 دقيقة"", ""jour"": ""اليوم 1""}, {""nom"": ""5-فلوروراسيل (تسريب)"", ""dose"": ""2400 ملغ/م²"", ""voie"": ""تسريب مستمر 46 ساعة"", ""jour"": ""اليوم 1-2""}], ""frequence"": ""كل أسبوعين"", ""cycles"": ""حتى التطور أو السمية"", ""remarques"": ""لا بولوس 5-FU (يميز mFOLFIRINOX عن FOLFIRINOX الكلاسيكي). G-CSF إذا حدوث نقص عدلات.""}","نقص العدلات الحموي; إسهال (إيرينوتيكان); اعتلال عصبي (أوكساليبلاتين); غثيان; تعب; تساقط الشعر","البنكرياس; mFOLFIRINOX; أوكساليبلاتين; إيرينوتيكان; 5-FU; جيمسيتابين; BRCA; أولاباريب; نقيلي","رجل 58 عاماً، OMS 0، سرطان رأس البنكرياس النقيلي (الكبد + البريتوان). CA 19-9 = 2800 وحدة/مل. صفار إنجابي → جبيرة قنوية صفراوية بالمنظار. علاج: mFOLFIRINOX. استجابة جزئية بعد 4 دورات (CA 19-9 نزل إلى 600). اعتلال عصبي الدرجة 1 (أقدام). تطور كبدي بعد 14 دورة (7 أشهر). السطر الثاني: جيمسيتابين + نابابكليتاكسيل.","دليل AMFROM 2024، الفصل الثالث – سرطان البنكرياس النقيلي","False","2026-05-02"
"ONC-AR-015","traitement","ORL","سرطان البلعوم الأنفي UCNT بالمغرب","III-IV موضعي متقدم","علاج سرطان البلعوم الأنفي (UCNT) — الكيميائي-إشعاعي المتزامن","سرطان البلعوم الأنفي (UCNT) شائع في المغرب، خاصة في منطقة الناظور. يرتبط ارتباطاً وثيقاً بفيروس إيبشتاين-بار (EBV). العلاج المعياري في المراحل المتقدمة محلياً (III-IVB): كيميائي-إشعاعي متزامن: سيسبلاتين 100 ملغ/م² اليوم 1-22-43 + إشعاع IMRT 70 غراي على الورم، 50-60 غراي على العقد الليمفاوية (7 أسابيع). العلاج الكيميائي الاستقدامي (الحث): اختياري للمراحل IVA-IVB (TPF: دوسيتاكسيل + سيسبلاتين + 5-FU) x3 دورات قبل الكيميائي-إشعاعي. متابعة DNA EBV البلازمي: مؤشر قوي للاستجابة ولاكتشاف الانتكاسة مبكراً. في حالة انتكاسة ما بعد الكيميائي-الإشعاعي: جيمسيتابين + سيسبلاتين (خط أول نقيلي) ثم مناعي (بيمبروليزوماب) في الخط الثاني.","{""nom"": ""كيميائي-إشعاعي متزامن UCNT (سيسبلاتين 100 + IMRT 70 غراي)"", ""medicaments"": [{""nom"": ""سيسبلاتين"", ""dose"": ""100 ملغ/م²"", ""voie"": ""وريدي"", ""jour"": ""اليوم 1، 22، 43""}, {""nom"": ""إشعاع IMRT"", ""dose"": ""70 غراي / 35 جلسة (ورم)، 50-60 غراي (عقد)"", ""voie"": ""خارجي"", ""jour"": ""يومياً 5 أيام/أسبوع × 7 أسابيع""}], ""frequence"": ""سيسبلاتين كل 3 أسابيع × 3 دورات متزامنة مع الإشعاع"", ""cycles"": ""3 دورات سيسبلاتين"", ""remarques"": ""ترطيب إلزامي قبل/بعد سيسبلاتين. تقنية IMRT لحماية الغدد اللعابية. متابعة DNA EBV.""}","التهاب الفم; جفاف الفم (زيروستوميا); عسر البلع; سمية سمعية; سمية كلوية; نقص الكريات البيضاء","البلعوم الأنفي; UCNT; الكهف; الناظور; EBV; سيسبلاتين; IMRT; 70 غراي; المغرب; DNA EBV","شاب عمره 25 عاماً من الناظور، تضخم غدد عنقي + انسداد أنفي. منظار الأنف: ورم في الحفرة الجانبية للبلعوم الأنفي. خزعة: UCNT. RMI: T2 N2b. PET: لا نقائل بعيدة. EBV DNA = 38000 نسخة/مل. علاج: كيميائي-إشعاعي متزامن. التهاب فم شديد في الأسبوع 4: تغذية أنبوبية مؤقتة. RMI بعد 3 أشهر: استجابة كاملة. EBV DNA لا يكشف.","دليل AMFROM 2024، الفصل الخامس + SMC 2017، الفصل 31","False","2026-05-02"
"EXT-SYN-001","traitement","sein","TNBC stade I","I pT1c pN0","TNBC stade précoce — omission de chimiothérapie pour très petites tumeurs","Pour les TNBC de très petite taille (pT1a, <5mm), le bénéfice de la chimiothérapie adjuvante est incertain. Les données récentes suggèrent que pour les pT1a N0, la surveillance seule peut être discutée en RCP (taux de rechute très faible à 5 ans). Pour les pT1b (6-10mm) : chimiothérapie adjuvante recommandée (AC x4 → Paclitaxel x12). La biopsie du ganglion sentinelle reste obligatoire pour toutes ces tumeurs.","","","TNBC; stade précoce; pT1a; chimiothérapie; omission; ganglion sentinelle; pT1b","Femme de 42 ans, TNBC pT1a pN0 (4mm). Grade III, Ki67 80%. BRCA non muté. Décision RCP : observation après chirurgie conservatrice + RT adjuvante. Pas de chimiothérapie retenue (taille <5mm, pN0). Surveillance rapprochée.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-002","diagnostic","pancreas","pancréas borderline","borderline résécable","Cancer du pancréas borderline — stratégie de conversion vers résécabilité","Le cancer du pancréas borderline résécable (contact veineux ≤180° ou artériel ≤90°) bénéficie d'une chimiothérapie préopératoire pour tenter d'obtenir une résécabilité R0. Le mFOLFIRINOX x4-6 cycles est le plus utilisé. Réévaluation par scanner à chaque 2 cycles. Si résécabilité obtenue → chirurgie. Si non → poursuite chimio ou RCC. La laparoscopie exploratrice est répétée avant toute chirurgie.","","","pancréas; borderline; résécabilité; mFOLFIRINOX; conversion; chirurgie; contact vasculaire","Homme de 60 ans, masse céphalique 3cm, contact porte 160°. Borderline. mFOLFIRINOX x4 cycles. CA 19-9 passe de 380 à 45 UI/mL. Scanner : contact 70°. DPC réalisée, marges R0. mFOLFIRINOX adjuvant x8 cycles.","Guide AMFROM 2024","True","2026-05-02"
"EXT-SYN-003","traitement","sein","RH+ HER2- métastatique viscéral","IV viscéral","Sein RH+ HER2- métastatique viscéral symptomatique — chimiothérapie en 1ère ligne","En cas d'atteinte viscérale symptomatique et/ou menaçante dans le cancer du sein RH+ HER2- métastatique (crise viscérale), la chimiothérapie peut être préférée à l'hormonothérapie comme première intention pour obtenir une réponse rapide. Après contrôle, retour vers hormonothérapie + CDK4/6 en maintenance. Protocoles : Paclitaxel hebdomadaire, Capécitabine, EC.","{""nom"": ""Paclitaxel hebdomadaire (crise viscérale RH+)"", ""medicaments"": [{""nom"": ""Paclitaxel"", ""dose"": ""80 mg/m²"", ""voie"": ""IV"", ""jour"": ""J1, J8, J15""}], ""frequence"": ""3 semaines ON / 1 semaine OFF"", ""cycles"": ""Jusqu'à réponse puis switch hormono"", ""remarques"": ""Objectif : contrôle rapide puis relais hormonothérapie + CDK4/6.""}","neuropathie; fatigue; alopécie","sein; RH+; HER2-; crise viscérale; chimiothérapie; Paclitaxel; métastatique viscéral","Femme de 58 ans, sein RH+ HER2- métastatique, nodules pulmonaires multiples + dyspnée. Crise viscérale. Chimiothérapie Paclitaxel 80mg/m² hebdomadaire. Réponse à M2 (disparition dyspnée). Switch à Palbociclib + Fulvestrant à M4.","Guide AMFROM 2024","True","2026-05-02"
